Time UTC+0;Solar Carport [W];Solar Fixed installation [W]; SolarFlatroof [W];Solar Single panel [W];Solar Tracker [W];Solar Wall (south) [W];Solar Wall (west) [W];LUT Electricity Consumption [W];
2017-01-01 14:28:00;0;-1.73;0;0;-1.24;5.45;2.28;468000.00;
2017-01-01 14:43:00;0;-1.74;0;0;-1.25;5.47;2.50;444000.00;
2017-01-01 14:58:00;0;-1.67;0;0;-1.04;5.95;2.67;432000.00;
2017-01-01 15:13:00;0;-1.74;0;0;-1.25;5.78;2.68;420000.00;
2017-01-01 15:28:00;0;-1.75;0;0;-1.25;5.70;2.81;444000.00;
2017-01-01 15:43:00;0;-1.85;0;0;-1.25;5.72;3.02;420000.00;
2017-01-01 15:58:00;0;-1.98;0;0;-1.33;5.79;3.01;456000.00;
2017-01-01 16:13:00;0;-1.79;0;0;-1.21;5.17;2.55;444000.00;
2017-01-01 16:28:00;0;-1.77;0;0;-1.23;5.49;2.49;408000.00;
2017-01-01 16:43:00;0;-1.93;0;0;-1.38;5.64;2.63;444000.00;
2017-01-01 16:58:00;0;-1.85;0;0;-1.37;5.47;2.72;432000.00;
2017-01-01 17:13:00;0;-1.71;0;0;-1.21;5.47;2.61;444000.00;
2017-01-01 17:28:00;0;-1.72;0;0;-1.11;5.38;2.55;468000.00;
2017-01-01 17:43:00;0;-1.75;0;0;-1.22;5.61;2.93;444000.00;
2017-01-01 17:58:00;0;-1.77;0;0;-1.16;5.69;2.89;420000.00;
2017-01-01 18:13:00;0;-1.64;0;0;-1.16;6.09;2.93;420000.00;
2017-01-01 18:28:00;0;-1.70;0;0;-1.28;5.82;2.78;444000.00;
2017-01-01 18:43:00;0;-1.72;0;0;-1.21;5.76;2.94;420000.00;
2017-01-01 18:58:00;0;-1.82;0;0;-1.22;6.19;3.19;432000.00;
2017-01-01 19:13:00;0;-1.80;0;0;-1.28;5.88;3.23;444000.00;
2017-01-01 19:28:00;0;-1.72;0;0;-1.29;6.22;3.24;420000.00;
2017-01-01 19:43:00;0;-1.81;0;0;-1.27;6.06;3.54;408000.00;
2017-01-01 19:58:00;0;-1.60;0;0;-1.09;6.57;3.72;432000.00;
2017-01-01 20:13:00;0;-1.64;0;0;-1.06;5.73;3.03;408000.00;
2017-01-01 20:28:00;0;-1.67;0;0;-1.15;5.89;2.94;432000.00;
2017-01-01 20:43:00;0;-1.98;0;0;-1.30;5.71;2.68;432000.00;
2017-01-01 20:58:00;0;-1.32;0;0;-0.99;5.95;2.97;408000.00;
2017-01-01 21:13:00;0;-1.82;0;0;-1.26;5.91;3.44;420000.00;
2017-01-01 21:28:00;0;-1.77;0;0;-1.20;6.21;3.62;420000.00;
2017-01-01 21:43:00;0;-1.70;0;0;-1.19;6.24;3.43;420000.00;
2017-01-01 21:58:00;0;-1.86;0;0;-1.26;6.18;3.66;432000.00;
2017-01-01 22:13:00;0;-1.73;0;0;-1.28;5.61;2.83;444000.00;
2017-01-01 22:28:00;0;-1.67;0;0;-1.22;5.54;2.96;408000.00;
2017-01-01 22:43:00;0;-1.68;0;0;-1.14;6.01;3.11;408000.00;
2017-01-01 22:58:00;0;-1.98;0;0;-1.31;6.05;3.31;432000.00;
2017-01-01 23:13:00;0;-1.76;0;0;-1.27;5.74;2.95;420000.00;
2017-01-01 23:28:00;0;-1.55;0;0;-1.11;5.79;2.94;456000.00;
2017-01-01 23:43:00;0;-1.77;0;0;-1.14;5.58;2.75;420000.00;
2017-01-01 23:58:00;0;-1.74;0;0;-1.25;5.58;2.92;408000.00;
2017-01-02 00:13:00;0;-1.91;0;0;-1.30;5.87;3.09;432000.00;
2017-01-02 00:28:00;0;-1.57;0;0;-1.07;5.62;2.52;420000.00;
2017-01-02 00:43:00;0;-1.84;0;0;-1.16;5.51;2.93;420000.00;
2017-01-02 00:58:00;0;-1.54;0;0;-1.04;5.53;2.60;444000.00;
2017-01-02 01:13:00;0;-1.87;0;0;-1.32;6.96;4.65;444000.00;
2017-01-02 01:28:00;0;-1.68;0;0;-1.13;5.71;2.87;408000.00;
2017-01-02 01:43:00;0;-1.76;0;0;-1.23;5.82;3.04;420000.00;
2017-01-02 01:58:00;0;-1.69;0;0;-1.20;5.86;3.12;420000.00;
2017-01-02 02:13:00;0;-1.96;0;0;-1.32;5.56;2.99;420000.00;
2017-01-02 02:28:00;0;-1.51;0;0;-1.02;5.50;2.81;432000.00;
2017-01-02 02:43:00;0;-1.72;0;0;-1.25;5.74;2.86;456000.00;
2017-01-02 02:58:00;0;-1.61;0;0;-1.19;5.24;2.46;444000.00;
2017-01-02 03:13:00;0;-1.71;0;0;-1.18;5.63;2.96;504000.00;
2017-01-02 03:28:00;0;-1.71;0;0;-1.18;5.60;2.83;504000.00;
2017-01-02 03:43:00;0;-1.69;0;0;-1.23;5.65;2.81;552000.00;
2017-01-02 03:58:00;0;-1.94;0;0;-1.35;5.74;2.96;624000.00;
2017-01-02 04:13:00;0;-1.96;0;0;-1.37;6.83;4.41;672000.00;
2017-01-02 04:28:00;0;-1.77;0;0;-1.32;6.73;3.96;660000.00;
2017-01-02 04:43:00;0;-1.92;0;0;-1.32;6.82;4.34;684000.00;
2017-01-02 04:58:00;0;-1.87;0;0;-1.23;6.70;3.96;684000.00;
2017-01-02 05:13:00;0;-2.08;0;0;-1.40;5.67;2.96;732000.00;
2017-01-02 05:28:00;0;-2.03;0;0;-1.37;5.74;2.76;780000.00;
2017-01-02 05:43:00;0;-1.83;0;0;-1.33;5.69;2.71;780000.00;
2017-01-02 05:58:00;0;-1.80;0;0;-1.23;5.66;2.94;780000.00;
2017-01-02 06:13:00;0;-1.99;0;0;-1.46;5.73;2.79;768000.00;
2017-01-02 06:28:00;0;-1.83;0;0;-1.11;5.47;1.89;756000.00;
2017-01-02 06:43:00;0;-1.85;0;0;-1.29;5.42;2.69;792000.00;
2017-01-02 06:58:00;0;-1.73;0;0;-1.17;9.21;9.65;792000.00;
2017-01-02 07:13:00;0;-1.30;0;0;-0.82;13.05;18.94;792000.00;
2017-01-02 07:28:00;0;-0.85;0;0;-0.44;13.24;19.42;816000.00;
2017-01-02 07:43:00;0.50;-0.01;0;0;0;13.08;19.15;792000.00;
2017-01-02 07:58:00;12.38;0;6.00;0.59;0;12.56;19.06;816000.00;
2017-01-02 08:13:00;69.82;0;25.05;1.38;-5.23;89.39;63.99;780000.00;
2017-01-02 08:28:00;28.47;0;16.86;1.27;-3.42;85.55;67.08;792000.00;
2017-01-02 08:43:00;110.95;-3.55;34.32;1.46;-0.65;161.75;121.84;852000.00;
2017-01-02 08:58:00;422.24;1.17;252.96;2.97;16.81;770.83;252.34;840000.00;
2017-01-02 09:13:00;735.78;9.98;421.62;4.04;32.69;859.59;337.68;804000.00;
2017-01-02 09:28:00;824.86;14.03;481.68;5.00;97.37;1240.55;335.07;816000.00;
2017-01-02 09:43:00;762.93;12.64;468.78;4.04;160.51;1254.36;329.34;828000.00;
2017-01-02 09:58:00;790.71;11.88;480.14;4.84;212.06;891.14;351.70;816000.00;
2017-01-02 10:13:00;795.18;12.78;480.04;5.06;233.35;732.39;341.45;804000.00;
2017-01-02 10:28:00;738.52;9.84;436.59;3.93;187.87;606.58;335.78;828000.00;
2017-01-02 10:43:00;652.53;4.58;384.28;3.98;136.04;495.59;315.46;840000.00;
2017-01-02 10:58:00;590.18;1.00;359.22;3.90;132.86;438.13;298.78;828000.00;
2017-01-02 11:13:00;465.41;0.30;297.16;3.58;103.08;368.64;271.72;828000.00;
2017-01-02 11:28:00;419.94;-1.09;256.36;3.26;82.31;312.40;249.50;840000.00;
2017-01-02 11:43:00;255.55;-7.46;159.46;2.44;63.53;246.10;209.57;852000.00;
2017-01-02 11:58:00;129.59;0;62.59;1.97;40.18;168.67;143.90;840000.00;
2017-01-02 12:13:00;33.82;0;24.43;1.53;25.90;128.66;108.20;888000.00;
2017-01-02 12:28:00;10.46;0;0.75;1.12;9.19;71.87;64.23;888000.00;
2017-01-02 12:43:00;0.15;0;0.58;0.05;-7.56;8.39;17.58;840000.00;
2017-01-02 12:58:00;0;-0.94;0;-0.07;0;8.70;18.12;816000.00;
2017-01-02 13:13:00;0;-1.56;0;0;-0.23;8.60;17.48;804000.00;
2017-01-02 13:28:00;0;-1.92;0;0;-1.36;3.92;7.03;744000.00;
2017-01-02 13:43:00;0;-1.89;0;0;-1.74;4.02;5.26;744000.00;
2017-01-02 13:58:00;0;-1.69;0;0;-1.53;4.29;5.20;684000.00;
2017-01-02 14:13:00;0;-1.74;0;0;-1.50;4.32;5.71;684000.00;
2017-01-02 14:28:00;0;-1.94;0;0;-1.66;4.56;5.75;660000.00;
2017-01-02 14:43:00;0;-1.91;0;0;-1.66;4.58;5.86;648000.00;
2017-01-02 14:58:00;0;-1.82;0;0;-1.65;4.32;5.94;648000.00;
2017-01-02 15:13:00;0;-1.94;0;0;-1.73;4.76;6.00;624000.00;
2017-01-02 15:28:00;0;-2.01;0;0;-1.70;4.83;6.12;612000.00;
2017-01-02 15:43:00;0;-1.85;0;0;-1.66;4.92;6.42;600000.00;
2017-01-02 15:58:00;0;-1.91;0;0;-1.69;4.73;6.06;564000.00;
2017-01-02 16:13:00;0;-2.04;0;0;-1.75;5.02;6.63;576000.00;
2017-01-02 16:28:00;0;-1.76;0;0;-1.60;3.72;5.09;576000.00;
2017-01-02 16:43:00;0;-1.84;0;0;-1.60;3.93;5.06;552000.00;
2017-01-02 16:58:00;0;-1.63;0;0;-1.50;4.03;5.19;540000.00;
2017-01-02 17:13:00;0;-1.88;0;0;-1.75;4.36;5.35;528000.00;
2017-01-02 17:28:00;0;-1.68;0;0;-1.43;4.24;5.21;528000.00;
2017-01-02 17:43:00;0;-1.76;0;0;-1.51;3.97;4.81;540000.00;
2017-01-02 17:58:00;0;-1.57;0;0;-1.39;3.83;4.72;540000.00;
2017-01-02 18:13:00;0;-1.90;0;0;-1.63;5.03;5.95;516000.00;
2017-01-02 18:28:00;0;-1.92;0;0;-1.67;5.26;6.25;480000.00;
2017-01-02 18:43:00;0;-1.76;0;0;-1.47;5.53;6.38;492000.00;
2017-01-02 18:58:00;0;-1.69;0;0;-1.49;3.76;4.89;492000.00;
2017-01-02 19:13:00;0;-1.94;0;0;-1.69;3.89;5.31;492000.00;
2017-01-02 19:28:00;0;-1.78;0;0;-1.53;4.25;5.69;540000.00;
2017-01-02 19:43:00;0;-1.78;0;0;-1.49;4.67;5.53;504000.00;
2017-01-02 19:58:00;0;-1.81;0;0;-1.49;3.92;5.12;492000.00;
2017-01-02 20:13:00;0;-1.84;0;0;-1.48;3.90;5.13;492000.00;
2017-01-02 20:28:00;0;-1.81;0;0;-1.61;4.69;6.15;468000.00;
2017-01-02 20:43:00;0;-1.87;0;0;-1.62;4.53;5.89;480000.00;
2017-01-02 20:58:00;0;-1.73;0;0;-1.53;4.71;6.23;516000.00;
2017-01-02 21:13:00;0;-1.73;0;0;-1.52;4.93;6.18;492000.00;
2017-01-02 21:28:00;0;-1.55;0;0;-1.32;4.97;6.16;480000.00;
2017-01-02 21:43:00;0;-1.70;0;0;-1.55;5.17;6.63;468000.00;
2017-01-02 21:58:00;0;-1.81;0;0;-1.59;3.52;4.90;468000.00;
2017-01-02 22:13:00;0;-1.75;0;0;-1.55;4.29;5.98;480000.00;
2017-01-02 22:28:00;0;-1.56;0;0;-1.37;5.17;6.40;492000.00;
2017-01-02 22:43:00;0;-1.83;0;0;-1.63;4.94;6.44;492000.00;
2017-01-02 22:58:00;0;-1.83;0;0;-1.61;4.92;6.32;468000.00;
2017-01-02 23:13:00;0;-1.90;0;0;-1.72;4.73;6.44;468000.00;
2017-01-02 23:28:00;0;-1.89;0;0;-1.62;4.97;6.27;456000.00;
2017-01-02 23:43:00;0;-1.85;0;0;-1.66;3.96;5.29;468000.00;
2017-01-02 23:58:00;0;-1.85;0;0;-1.64;4.19;5.80;468000.00;
2017-01-03 00:13:00;0;-1.68;0;0;-1.38;4.38;5.67;480000.00;
2017-01-03 00:28:00;0;-1.58;0;0;-1.35;4.23;5.55;468000.00;
2017-01-03 00:43:00;0;-1.65;0;0;-1.40;4.00;5.53;468000.00;
2017-01-03 00:58:00;0;-1.75;0;0;-1.55;4.03;5.58;468000.00;
2017-01-03 01:13:00;0;-1.81;0;0;-1.62;4.25;5.31;456000.00;
2017-01-03 01:28:00;0;-1.77;0;0;-1.50;3.85;5.40;468000.00;
2017-01-03 01:43:00;0;-1.90;0;0;-1.60;4.10;5.47;492000.00;
2017-01-03 01:58:00;0;-1.81;0;0;-1.59;3.88;5.06;480000.00;
2017-01-03 02:13:00;0;-1.80;0;0;-1.62;3.92;5.31;480000.00;
2017-01-03 02:28:00;0;-1.85;0;0;-1.55;4.26;5.67;480000.00;
2017-01-03 02:43:00;0;-1.78;0;0;-1.58;3.90;5.20;492000.00;
2017-01-03 02:58:00;0;-1.43;0;0;-1.26;3.83;4.90;528000.00;
2017-01-03 03:13:00;0;-1.52;0;0;-1.31;4.16;5.49;612000.00;
2017-01-03 03:28:00;0;-1.69;0;0;-1.55;3.98;5.28;576000.00;
2017-01-03 03:43:00;0;-1.55;0;0;-1.45;4.26;5.40;588000.00;
2017-01-03 03:58:00;0;-1.70;0;0;-1.57;4.12;5.34;636000.00;
2017-01-03 04:13:00;0;-1.75;0;0;-1.47;5.27;6.87;696000.00;
2017-01-03 04:28:00;0;-1.85;0;0;-1.66;5.19;6.32;744000.00;
2017-01-03 04:43:00;0;-1.77;0;0;-1.58;5.50;7.21;792000.00;
2017-01-03 04:58:00;0;-1.96;0;0;-1.74;4.31;5.02;780000.00;
2017-01-03 05:13:00;0;-1.82;0;0;-1.58;4.07;5.22;816000.00;
2017-01-03 05:28:00;0;-1.89;0;0;-1.67;5.00;6.44;840000.00;
2017-01-03 05:43:00;0;-1.84;0;0;-1.67;5.14;6.21;828000.00;
2017-01-03 05:58:00;0;-1.85;0;0;-1.71;4.87;6.34;852000.00;
2017-01-03 06:13:00;0;-1.77;0;0;-1.58;4.98;6.12;864000.00;
2017-01-03 06:28:00;0;-1.64;0;0;-1.51;5.02;5.54;840000.00;
2017-01-03 06:43:00;0;-1.85;0;0;-1.56;4.70;6.15;840000.00;
2017-01-03 06:58:00;0;-1.63;0;0;-1.20;5.30;6.32;840000.00;
2017-01-03 07:13:00;0;-1.57;0;0;-0.84;6.85;13.75;852000.00;
2017-01-03 07:28:00;0;-0.93;0;0;-0.17;9.62;19.25;876000.00;
2017-01-03 07:43:00;0;0;0;0.26;0;9.96;19.09;852000.00;
2017-01-03 07:58:00;13.92;0;3.77;1.23;-7.45;88.92;27.77;828000.00;
2017-01-03 08:13:00;163.68;-7.90;124.75;2.68;7.00;276.77;108.02;852000.00;
2017-01-03 08:28:00;354.56;-0.77;237.83;3.06;59.02;448.76;65.31;840000.00;
2017-01-03 08:43:00;539.46;4.13;353.44;4.16;80.26;649.19;17.50;840000.00;
2017-01-03 08:58:00;812.36;17.89;520.69;6.17;189.09;1071.63;18.06;876000.00;
2017-01-03 09:13:00;1114.41;31.22;683.27;7.53;428.24;2044.03;18.09;864000.00;
2017-01-03 09:28:00;1379.91;37.25;815.57;8.39;507.03;3002.27;18.18;888000.00;
2017-01-03 09:43:00;1394.00;40.22;865.49;8.77;619.42;2922.78;17.79;900000.00;
2017-01-03 09:58:00;1313.82;34.36;939.36;8.60;1227.79;2359.67;17.79;876000.00;
2017-01-03 10:13:00;1159.56;26.89;814.92;7.75;668.52;1154.83;17.87;948000.00;
2017-01-03 10:28:00;1065.57;21.91;838.53;7.38;1070.71;1257.81;18.20;888000.00;
2017-01-03 10:43:00;753.07;12.20;587.75;6.10;630.31;1457.14;18.24;888000.00;
2017-01-03 10:58:00;837.88;15.37;588.72;6.18;670.81;1880.87;18.32;924000.00;
2017-01-03 11:13:00;684.54;9.52;491.08;5.34;465.38;1147.96;18.14;936000.00;
2017-01-03 11:28:00;631.91;5.90;451.72;4.40;346.65;1790.49;18.00;972000.00;
2017-01-03 11:43:00;540.22;3.49;408.27;4.88;254.77;645.23;17.76;948000.00;
2017-01-03 11:58:00;372.95;-2.45;288.57;3.87;143.19;415.62;18.03;924000.00;
2017-01-03 12:13:00;189.60;-1.98;156.86;2.86;71.08;236.69;18.33;924000.00;
2017-01-03 12:28:00;16.01;0;16.72;1.68;25.47;114.74;18.42;936000.00;
2017-01-03 12:43:00;2.85;0;6.67;0.70;1.54;31.87;18.16;888000.00;
2017-01-03 12:58:00;0;0;0;0.07;-4.72;7.72;19.15;840000.00;
2017-01-03 13:13:00;0;-1.34;0;0;0;8.49;18.65;780000.00;
2017-01-03 13:28:00;0;-1.49;0;0;-0.67;5.04;7.53;780000.00;
2017-01-03 13:43:00;0;-1.75;0;0;-1.18;2.43;2.06;756000.00;
2017-01-03 13:58:00;0;-1.91;0;0;-1.40;2.48;1.65;756000.00;
2017-01-03 14:13:00;0;-1.73;0;0;-1.21;2.55;1.58;732000.00;
2017-01-03 14:28:00;0;-1.83;0;0;-1.33;3.90;2.96;672000.00;
2017-01-03 14:43:00;0;-1.64;0;0;-1.18;3.92;2.90;684000.00;
2017-01-03 14:58:00;0;-1.74;0;0;-1.31;3.53;2.46;660000.00;
2017-01-03 15:13:00;0;-1.76;0;0;-1.25;3.89;2.98;624000.00;
2017-01-03 15:28:00;0;-1.71;0;0;-1.15;2.44;1.44;624000.00;
2017-01-03 15:43:00;0;-1.76;0;0;-1.24;2.77;1.52;660000.00;
2017-01-03 15:58:00;0;-1.68;0;0;-1.19;2.99;1.82;612000.00;
2017-01-03 16:13:00;0;-1.89;0;0;-1.31;3.02;1.52;576000.00;
2017-01-03 16:28:00;0;-1.86;0;0;-1.31;2.48;1.43;600000.00;
2017-01-03 16:43:00;0;-1.83;0;0;-1.41;2.73;1.32;552000.00;
2017-01-03 16:58:00;0;-1.78;0;0;-1.34;2.93;1.46;552000.00;
2017-01-03 17:13:00;0;-1.94;0;0;-1.29;2.91;1.79;600000.00;
2017-01-03 17:28:00;0;-1.83;0;0;-1.22;3.18;1.85;564000.00;
2017-01-03 17:43:00;0;-1.77;0;0;-1.24;2.90;1.51;552000.00;
2017-01-03 17:58:00;0;-1.86;0;0;-1.33;2.91;1.58;516000.00;
2017-01-03 18:13:00;0;-1.84;0;0;-1.33;3.00;1.74;516000.00;
2017-01-03 18:28:00;0;-1.76;0;0;-1.30;3.09;2.08;504000.00;
2017-01-03 18:43:00;0;-1.88;0;0;-1.31;3.45;1.94;552000.00;
2017-01-03 18:58:00;0;-1.91;0;0;-1.28;3.21;2.00;516000.00;
2017-01-03 19:13:00;0;-1.72;0;0;-1.27;3.53;2.28;504000.00;
2017-01-03 19:28:00;0;-1.82;0;0;-1.20;3.36;1.84;504000.00;
2017-01-03 19:43:00;0;-1.88;0;0;-1.19;3.72;2.37;504000.00;
2017-01-03 19:58:00;0;-1.86;0;0;-1.38;3.30;2.39;480000.00;
2017-01-03 20:13:00;0;-1.60;0;0;-1.16;3.34;2.04;528000.00;
2017-01-03 20:28:00;0;-1.95;0;0;-1.38;2.92;1.99;504000.00;
2017-01-03 20:43:00;0;-1.82;0;0;-1.24;2.99;1.99;492000.00;
2017-01-03 20:58:00;0;-1.84;0;0;-1.38;3.13;2.01;480000.00;
2017-01-03 21:13:00;0;-1.84;0;0;-1.28;2.72;1.64;480000.00;
2017-01-03 21:28:00;0;-1.52;0;0;-1.04;3.03;1.74;480000.00;
2017-01-03 21:43:00;0;-1.56;0;0;-1.17;4.04;3.27;504000.00;
2017-01-03 21:58:00;0;-1.85;0;0;-1.27;4.19;3.13;480000.00;
2017-01-03 22:13:00;0;-1.63;0;0;-1.19;4.27;3.24;492000.00;
2017-01-03 22:28:00;0;-1.73;0;0;-1.25;3.85;3.19;480000.00;
2017-01-03 22:43:00;0;-1.80;0;0;-1.29;4.52;3.25;480000.00;
2017-01-03 22:58:00;0;-1.49;0;0;-0.96;3.99;2.97;480000.00;
2017-01-03 23:13:00;0;-1.81;0;0;-1.30;3.64;2.66;492000.00;
2017-01-03 23:28:00;0;-1.82;0;0;-1.27;3.81;2.77;504000.00;
2017-01-03 23:43:00;0;-1.54;0;0;-1.11;3.88;2.63;480000.00;
2017-01-03 23:58:00;0;-1.70;0;0;-1.15;4.23;2.99;480000.00;
2017-01-04 00:13:00;0;-1.91;0;0;-1.27;3.90;2.88;468000.00;
2017-01-04 00:28:00;0;-1.79;0;0;-1.19;3.90;3.05;468000.00;
2017-01-04 00:43:00;0;-1.72;0;0;-1.29;3.65;2.71;480000.00;
2017-01-04 00:58:00;0;-1.69;0;0;-1.20;3.80;2.81;492000.00;
2017-01-04 01:13:00;0;-1.68;0;0;-1.18;3.86;2.79;468000.00;
2017-01-04 01:28:00;0;-1.89;0;0;-1.30;3.83;2.61;468000.00;
2017-01-04 01:43:00;0;-1.79;0;0;-1.32;3.72;2.70;480000.00;
2017-01-04 01:58:00;0;-1.90;0;0;-1.33;3.96;2.85;468000.00;
2017-01-04 02:13:00;0;-1.83;0;0;-1.28;2.51;1.66;492000.00;
2017-01-04 02:28:00;0;-1.89;0;0;-1.28;2.36;1.63;504000.00;
2017-01-04 02:43:00;0;-1.74;0;0;-1.17;2.72;1.67;504000.00;
2017-01-04 02:58:00;0;-1.73;0;0;-1.17;3.69;2.40;528000.00;
2017-01-04 03:13:00;0;-1.91;0;0;-1.25;3.93;2.65;552000.00;
2017-01-04 03:28:00;0;-1.86;0;0;-1.33;3.42;2.22;564000.00;
2017-01-04 03:43:00;0;-1.93;0;0;-1.36;3.53;2.28;600000.00;
2017-01-04 03:58:00;0;-1.79;0;0;-1.27;2.92;1.70;648000.00;
2017-01-04 04:13:00;0;-1.96;0;0;-1.37;3.72;2.57;684000.00;
2017-01-04 04:28:00;0;-1.84;0;0;-1.31;3.34;2.26;720000.00;
2017-01-04 04:43:00;0;-1.74;0;0;-1.20;3.46;2.22;732000.00;
2017-01-04 04:58:00;0;-1.71;0;0;-1.27;2.96;1.83;744000.00;
2017-01-04 05:13:00;0;-1.80;0;0;-1.20;2.69;1.92;804000.00;
2017-01-04 05:28:00;0;-1.77;0;0;-1.29;3.01;2.00;792000.00;
2017-01-04 05:43:00;0;-1.86;0;0;-1.23;2.95;1.78;852000.00;
2017-01-04 05:58:00;0;-1.87;0;0;-1.33;2.84;2.01;840000.00;
2017-01-04 06:13:00;0;-1.82;0;0;-1.35;2.75;1.77;840000.00;
2017-01-04 06:28:00;0;-1.67;0;0;-1.24;2.65;1.33;876000.00;
2017-01-04 06:43:00;0;-1.66;0;0;-1.15;2.50;1.67;900000.00;
