Time UTC+0;Solar Carport [W];Solar Fixed installation [W]; SolarFlatroof [W];Solar Single panel [W];Solar Tracker [W];Solar Wall (south) [W];Solar Wall (west) [W];LUT Electricity Consumption [W];
2016-01-01 00:13:00;0;-4.00;-11.00;0;-2.00;5.00;6.00;0;
2016-01-01 00:28:00;0;-4.00;-11.00;0;-2.00;6.00;6.00;0;
2016-01-01 00:43:00;0;-4.00;-11.00;0;-2.00;5.00;6.00;0;
2016-01-01 00:58:00;0;-4.00;-11.00;0;-3.00;6.00;6.00;0;
2016-01-01 01:13:00;0;-4.00;-11.00;0;-3.00;5.00;6.00;0;
2016-01-01 01:28:00;0;-4.00;-11.00;0;-2.00;5.00;6.00;0;
2016-01-01 01:43:00;0;-4.00;-11.00;0;-2.00;5.00;6.00;0;
2016-01-01 01:58:00;0;-4.00;-12.00;0;-2.00;6.00;6.00;0;
2016-01-01 02:13:00;0;-4.00;-12.00;0;-2.00;6.00;6.00;0;
2016-01-01 02:28:00;0;-4.00;-12.00;0;-2.00;6.00;6.00;0;
2016-01-01 02:43:00;0;-4.00;-11.00;0;-2.00;5.00;6.00;0;
2016-01-01 02:58:00;0;-4.00;-11.00;0;-2.00;5.00;6.00;0;
2016-01-01 03:13:00;0;-4.00;-11.00;0;-2.00;5.00;6.00;0;
2016-01-01 03:28:00;0;-4.00;-11.00;0;-2.00;5.00;6.00;0;
2016-01-01 03:43:00;0;-4.00;-11.00;0;-2.00;5.00;6.00;0;
2016-01-01 03:58:00;0;-4.00;-11.00;0;-2.00;5.00;6.00;0;
2016-01-01 04:13:00;0;-4.00;-11.00;0;-3.00;5.00;6.00;0;
2016-01-01 04:28:00;0;-4.00;-11.00;0;-2.00;5.00;5.00;0;
2016-01-01 04:43:00;0;-4.00;-10.00;0;-2.00;5.00;5.00;0;
2016-01-01 04:58:00;0;-4.00;-10.00;0;-2.00;5.00;5.00;0;
2016-01-01 05:13:00;0;-4.00;-14.00;0;-3.00;7.00;8.00;0;
2016-01-01 05:28:00;0;-4.00;-11.00;0;-2.00;5.00;6.00;0;
2016-01-01 05:43:00;0;-4.00;-10.00;0;-2.00;5.00;5.00;0;
2016-01-01 05:58:00;0;-4.00;-10.00;0;-2.00;5.00;5.00;0;
2016-01-01 06:13:00;0;-4.00;-10.00;0;-2.00;5.00;5.00;0;
2016-01-01 06:28:00;0;-4.00;-10.00;0;-3.00;5.00;4.00;0;
2016-01-01 06:43:00;0;-4.00;-10.00;0;-2.00;5.00;5.00;0;
2016-01-01 06:58:00;0;-3.00;-25.00;0;-2.00;12.00;12.00;0;
2016-01-01 07:13:00;0;-2.00;-31.00;0;-1.00;12.00;19.00;0;
2016-01-01 07:28:00;0;0;-33.00;0;0;13.00;19.00;0;
2016-01-01 07:43:00;9.00;0;-27.00;1.00;0;13.00;19.00;0;
2016-01-01 07:58:00;14.00;0;-46.00;2.00;0;12.00;50.00;0;
2016-01-01 08:13:00;40.00;-4.00;12.00;2.00;-5.00;12.00;88.00;0;
2016-01-01 08:28:00;119.00;-4.00;50.00;3.00;149.00;11.00;126.00;0;
2016-01-01 08:43:00;196.00;-5.00;84.00;3.00;317.00;11.00;154.00;0;
2016-01-01 08:58:00;263.00;-2.00;128.00;4.00;148.00;11.00;178.00;0;
2016-01-01 09:13:00;313.00;-2.00;156.00;4.00;174.00;11.00;189.00;0;
2016-01-01 09:28:00;336.00;0;166.00;5.00;112.00;14.00;199.00;0;
2016-01-01 09:43:00;351.00;0;257.00;4.00;534.00;14.00;219.00;0;
2016-01-01 09:58:00;375.00;1.00;506.00;5.00;1406.00;14.00;243.00;0;
2016-01-01 10:13:00;366.00;1.00;623.00;4.00;1064.00;14.00;256.00;0;
2016-01-01 10:28:00;388.00;0;675.00;4.00;1719.00;14.00;344.00;0;
2016-01-01 10:43:00;364.00;-1.00;367.00;4.00;1665.00;15.00;567.00;0;
2016-01-01 10:58:00;365.00;-2.00;266.00;4.00;880.00;14.00;894.00;0;
2016-01-01 11:13:00;323.00;0;233.00;4.00;995.00;14.00;1149.00;0;
2016-01-01 11:28:00;283.00;0;192.00;4.00;90.00;15.00;814.00;0;
2016-01-01 11:43:00;224.00;-8.00;136.00;3.00;66.00;14.00;276.00;0;
2016-01-01 11:58:00;125.00;-3.00;81.00;2.00;54.00;14.00;182.00;0;
2016-01-01 12:13:00;41.00;0;19.00;2.00;40.00;14.00;141.00;0;
2016-01-01 12:28:00;13.00;0;-14.00;2.00;25.00;11.00;104.00;0;
2016-01-01 12:43:00;5.00;0;-28.00;1.00;9.00;11.00;57.00;0;
2016-01-01 12:58:00;0;0;-28.00;0;0;12.00;17.00;0;
2016-01-01 13:13:00;0;-2.00;-29.00;0;0;12.00;17.00;0;
2016-01-01 13:28:00;0;-3.00;-28.00;0;-1.00;11.00;17.00;0;
2016-01-01 13:43:00;0;-4.00;-13.00;0;-3.00;6.00;7.00;0;
2016-01-01 13:58:00;0;-4.00;-10.00;0;-3.00;5.00;5.00;0;
2016-01-01 14:13:00;0;-4.00;-9.00;0;-3.00;5.00;4.00;0;
2016-01-01 14:28:00;0;-4.00;-11.00;0;-3.00;6.00;5.00;0;
2016-01-01 14:43:00;0;-4.00;-10.00;0;-3.00;5.00;5.00;0;
2016-01-01 14:58:00;0;-4.00;-11.00;0;-3.00;6.00;5.00;0;
2016-01-01 15:13:00;0;-3.00;-11.00;0;-3.00;6.00;6.00;0;
2016-01-01 15:28:00;0;-4.00;-11.00;0;-3.00;6.00;6.00;0;
2016-01-01 15:43:00;0;-4.00;-11.00;0;-3.00;6.00;5.00;0;
2016-01-01 15:58:00;0;-4.00;-11.00;0;-3.00;6.00;5.00;0;
2016-01-01 16:13:00;0;-4.00;-11.00;0;-3.00;5.00;6.00;0;
2016-01-01 16:28:00;0;-3.00;-11.00;0;-3.00;6.00;5.00;0;
2016-01-01 16:43:00;0;-4.00;-11.00;0;-3.00;6.00;5.00;0;
2016-01-01 16:58:00;0;-4.00;-11.00;0;-3.00;6.00;5.00;0;
2016-01-01 17:13:00;0;-4.00;-11.00;0;-3.00;6.00;6.00;0;
2016-01-01 17:28:00;0;-4.00;-11.00;0;-3.00;6.00;5.00;0;
2016-01-01 17:43:00;0;-4.00;-11.00;0;-3.00;6.00;5.00;0;
2016-01-01 17:58:00;0;-4.00;-9.00;0;-3.00;4.00;4.00;0;
2016-01-01 18:13:00;0;-4.00;-8.00;0;-3.00;4.00;4.00;0;
2016-01-01 18:28:00;0;-4.00;-9.00;0;-3.00;5.00;4.00;0;
2016-01-01 18:43:00;0;-3.00;-9.00;0;-3.00;5.00;4.00;0;
2016-01-01 18:58:00;0;-4.00;-10.00;0;-3.00;5.00;5.00;0;
2016-01-01 19:13:00;0;-4.00;-9.00;0;-3.00;5.00;4.00;0;
2016-01-01 19:28:00;0;-4.00;-10.00;0;-3.00;5.00;5.00;0;
2016-01-01 19:43:00;0;-4.00;-10.00;0;-3.00;5.00;5.00;0;
2016-01-01 19:58:00;0;-4.00;-10.00;0;-3.00;5.00;5.00;0;
2016-01-01 20:13:00;0;-4.00;-9.00;0;-3.00;5.00;5.00;0;
2016-01-01 20:28:00;0;-3.00;-9.00;0;-3.00;4.00;4.00;0;
2016-01-01 20:43:00;0;-3.00;-9.00;0;-3.00;5.00;4.00;0;
2016-01-01 20:58:00;0;-3.00;-9.00;0;-3.00;5.00;5.00;0;
2016-01-01 21:13:00;0;-4.00;-10.00;0;-3.00;5.00;5.00;0;
2016-01-01 21:28:00;0;-3.00;-10.00;0;-3.00;5.00;5.00;0;
2016-01-01 21:43:00;0;-3.00;-11.00;0;-3.00;5.00;6.00;0;
2016-01-01 21:58:00;0;-3.00;-11.00;0;-3.00;6.00;5.00;0;
2016-01-01 22:13:00;0;-4.00;-10.00;0;-3.00;5.00;5.00;0;
2016-01-01 22:28:00;0;-4.00;-10.00;0;-3.00;5.00;5.00;0;
2016-01-01 22:43:00;0;-4.00;-10.00;0;-3.00;5.00;5.00;0;
2016-01-01 22:58:00;0;-4.00;-9.00;0;-3.00;4.00;4.00;0;
2016-01-01 23:13:00;0;-4.00;-9.00;0;-3.00;5.00;5.00;0;
2016-01-01 23:28:00;0;-3.00;-10.00;0;-3.00;5.00;5.00;0;
2016-01-01 23:43:00;0;-4.00;-10.00;0;-3.00;5.00;5.00;0;
2016-01-01 23:58:00;0;-3.00;-10.00;0;-3.00;5.00;5.00;0;
2016-01-02 00:13:00;0;-4.00;-9.00;0;-3.00;5.00;5.00;0;
2016-01-02 00:28:00;0;-3.00;-9.00;0;-3.00;4.00;5.00;0;
2016-01-02 00:43:00;0;-4.00;-9.00;0;-3.00;4.00;4.00;0;
2016-01-02 00:58:00;0;-3.00;-9.00;0;-3.00;5.00;5.00;0;
2016-01-02 01:13:00;0;-4.00;-10.00;0;-3.00;5.00;5.00;0;
2016-01-02 01:28:00;0;-4.00;-10.00;0;-3.00;5.00;5.00;0;
2016-01-02 01:43:00;0;-3.00;-9.00;0;-3.00;5.00;5.00;0;
2016-01-02 01:58:00;0;-3.00;-9.00;0;-3.00;5.00;5.00;0;
2016-01-02 02:13:00;0;-3.00;-9.00;0;-3.00;5.00;5.00;0;
2016-01-02 02:28:00;0;-3.00;-9.00;0;-3.00;5.00;5.00;0;
2016-01-02 02:43:00;0;-4.00;-9.00;0;-3.00;5.00;5.00;0;
2016-01-02 02:58:00;0;-4.00;-9.00;0;-3.00;5.00;5.00;0;
2016-01-02 03:13:00;0;-3.00;-9.00;0;-3.00;5.00;4.00;0;
2016-01-02 03:28:00;0;-4.00;-9.00;0;-3.00;5.00;5.00;0;
2016-01-02 03:43:00;0;-4.00;-9.00;0;-3.00;4.00;4.00;0;
2016-01-02 03:58:00;0;-4.00;-8.00;0;-3.00;4.00;4.00;0;
2016-01-02 04:13:00;0;-3.00;-11.00;0;-3.00;5.00;5.00;0;
2016-01-02 04:28:00;0;-4.00;-11.00;0;-3.00;5.00;6.00;0;
2016-01-02 04:43:00;0;-4.00;-11.00;0;-3.00;5.00;5.00;0;
2016-01-02 04:58:00;0;-4.00;-11.00;0;-3.00;6.00;6.00;0;
2016-01-02 05:13:00;0;-4.00;-9.00;0;-3.00;4.00;4.00;0;
2016-01-02 05:28:00;0;-4.00;-9.00;0;-3.00;5.00;4.00;0;
2016-01-02 05:43:00;0;-4.00;-10.00;0;-3.00;5.00;5.00;0;
2016-01-02 05:58:00;0;-4.00;-10.00;0;-3.00;5.00;5.00;0;
2016-01-02 06:13:00;0;-4.00;-9.00;0;-3.00;5.00;4.00;0;
2016-01-02 06:28:00;0;-4.00;-9.00;0;-3.00;5.00;4.00;0;
2016-01-02 06:43:00;0;-4.00;-11.00;0;-3.00;7.00;5.00;0;
2016-01-02 06:58:00;0;-3.00;-25.00;0;-2.00;12.00;13.00;0;
2016-01-02 07:13:00;0;-1.00;-31.00;0;0;12.00;19.00;0;
2016-01-02 07:28:00;0;0;-31.00;1.00;0;12.00;19.00;0;
2016-01-02 07:43:00;-;-;-;-;-;-;-;0;
2016-01-02 07:58:00;-;-;-;-;-;-;-;0;
2016-01-02 08:13:00;-;-;-;-;-;-;-;0;
2016-01-02 08:28:00;-;-;-;-;-;-;-;0;
2016-01-02 08:43:00;-;-;-;-;-;-;-;0;
2016-01-02 08:58:00;-;-;-;-;-;-;-;0;
2016-01-02 09:13:00;-;-;-;-;-;-;-;0;
2016-01-02 09:28:00;-;-;-;-;-;-;-;0;
2016-01-02 09:43:00;-;-;-;-;-;-;-;0;
2016-01-02 09:58:00;-;-;-;-;-;-;-;0;
2016-01-02 10:13:00;-;-;-;-;-;-;-;0;
2016-01-02 10:28:00;-;-;-;-;-;-;-;0;
2016-01-02 10:43:00;-;-;-;-;-;-;-;0;
2016-01-02 10:58:00;-;-;-;-;-;-;-;0;
2016-01-02 11:13:00;-;-;-;-;-;-;-;0;
2016-01-02 11:28:00;-;-;-;-;-;-;-;0;
2016-01-02 11:43:00;-;-;-;-;-;-;-;0;
2016-01-02 11:58:00;-;-;-;-;-;-;-;0;
2016-01-02 12:13:00;-;-;-;-;-;-;-;0;
2016-01-02 12:28:00;-;-;-;-;-;-;-;0;
2016-01-02 12:43:00;-;-;-;-;-;-;-;0;
2016-01-02 12:58:00;-;-;-;-;-;-;-;0;
2016-01-02 13:13:00;-;-;-;-;-;-;-;0;
2016-01-02 13:28:00;-;-;-;-;-;-;-;0;
2016-01-02 13:43:00;-;-;-;-;-;-;-;0;
2016-01-02 13:58:00;-;-;-;-;-;-;-;0;
2016-01-02 14:13:00;-;-;-;-;-;-;-;0;
2016-01-02 14:28:00;-;-;-;-;-;-;-;0;
2016-01-02 14:43:00;-;-;-;-;-;-;-;0;
2016-01-02 14:58:00;-;-;-;-;-;-;-;0;
2016-01-02 15:13:00;-;-;-;-;-;-;-;0;
2016-01-02 15:28:00;-;-;-;-;-;-;-;0;
2016-01-02 15:43:00;-;-;-;-;-;-;-;0;
2016-01-02 15:58:00;-;-;-;-;-;-;-;0;
2016-01-02 16:13:00;-;-;-;-;-;-;-;0;
2016-01-02 16:28:00;-;-;-;-;-;-;-;0;
2016-01-02 16:43:00;-;-;-;-;-;-;-;0;
2016-01-02 16:58:00;-;-;-;-;-;-;-;0;
2016-01-02 17:13:00;-;-;-;-;-;-;-;0;
2016-01-02 17:28:00;-;-;-;-;-;-;-;0;
2016-01-02 17:43:00;-;-;-;-;-;-;-;0;
2016-01-02 17:58:00;-;-;-;-;-;-;-;0;
2016-01-02 18:13:00;-;-;-;-;-;-;-;0;
2016-01-02 18:28:00;-;-;-;-;-;-;-;0;
2016-01-02 18:43:00;-;-;-;-;-;-;-;0;
2016-01-02 18:58:00;-;-;-;-;-;-;-;0;
2016-01-02 19:13:00;-;-;-;-;-;-;-;0;
2016-01-02 19:28:00;-;-;-;-;-;-;-;0;
2016-01-02 19:43:00;-;-;-;-;-;-;-;0;
2016-01-02 19:58:00;-;-;-;-;-;-;-;0;
2016-01-02 20:13:00;-;-;-;-;-;-;-;0;
2016-01-02 20:28:00;-;-;-;-;-;-;-;0;
2016-01-02 20:43:00;-;-;-;-;-;-;-;0;
2016-01-02 20:58:00;-;-;-;-;-;-;-;0;
2016-01-02 21:13:00;-;-;-;-;-;-;-;0;
2016-01-02 21:28:00;-;-;-;-;-;-;-;0;
2016-01-02 21:43:00;-;-;-;-;-;-;-;0;
2016-01-02 21:58:00;-;-;-;-;-;-;-;0;
2016-01-02 22:13:00;-;-;-;-;-;-;-;0;
2016-01-02 22:28:00;-;-;-;-;-;-;-;0;
2016-01-02 22:43:00;-;-;-;-;-;-;-;0;
2016-01-02 22:58:00;-;-;-;-;-;-;-;0;
2016-01-02 23:13:00;-;-;-;-;-;-;-;0;
2016-01-02 23:28:00;-;-;-;-;-;-;-;0;
2016-01-02 23:43:00;-;-;-;-;-;-;-;0;
2016-01-02 23:58:00;-;-;-;-;-;-;-;0;
2016-01-03 00:13:00;-;-;-;-;-;-;-;0;
2016-01-03 00:28:00;-;-;-;-;-;-;-;0;
2016-01-03 00:43:00;-;-;-;-;-;-;-;0;
2016-01-03 00:58:00;-;-;-;-;-;-;-;0;
2016-01-03 01:13:00;-;-;-;-;-;-;-;0;
2016-01-03 01:28:00;-;-;-;-;-;-;-;0;
2016-01-03 01:43:00;-;-;-;-;-;-;-;0;
2016-01-03 01:58:00;-;-;-;-;-;-;-;0;
2016-01-03 02:13:00;-;-;-;-;-;-;-;0;
2016-01-03 02:28:00;-;-;-;-;-;-;-;0;
2016-01-03 02:43:00;-;-;-;-;-;-;-;0;
2016-01-03 02:58:00;-;-;-;-;-;-;-;0;
2016-01-03 03:13:00;-;-;-;-;-;-;-;0;
2016-01-03 03:28:00;-;-;-;-;-;-;-;0;
2016-01-03 03:43:00;-;-;-;-;-;-;-;0;
2016-01-03 03:58:00;-;-;-;-;-;-;-;0;
2016-01-03 04:13:00;-;-;-;-;-;-;-;0;
2016-01-03 04:28:00;-;-;-;-;-;-;-;0;
2016-01-03 04:43:00;-;-;-;-;-;-;-;0;
2016-01-03 04:58:00;-;-;-;-;-;-;-;0;
2016-01-03 05:13:00;-;-;-;-;-;-;-;0;
2016-01-03 05:28:00;-;-;-;-;-;-;-;0;
2016-01-03 05:43:00;-;-;-;-;-;-;-;0;
2016-01-03 05:58:00;-;-;-;-;-;-;-;0;
2016-01-03 06:13:00;-;-;-;-;-;-;-;0;
2016-01-03 06:28:00;-;-;-;-;-;-;-;0;
2016-01-03 06:43:00;-;-;-;-;-;-;-;0;
2016-01-03 06:58:00;-;-;-;-;-;-;-;0;
2016-01-03 07:13:00;-;-;-;-;-;-;-;0;
2016-01-03 07:28:00;-;-;-;-;-;-;-;0;
2016-01-03 07:43:00;-;-;-;-;-;-;-;0;
2016-01-03 07:58:00;-;-;-;-;-;-;-;0;
2016-01-03 08:13:00;-;-;-;-;-;-;-;0;
2016-01-03 08:28:00;-;-;-;-;-;-;-;0;
2016-01-03 08:43:00;-;-;-;-;-;-;-;0;
2016-01-03 08:58:00;-;-;-;-;-;-;-;0;
2016-01-03 09:13:00;-;-;-;-;-;-;-;0;
2016-01-03 09:28:00;-;-;-;-;-;-;-;0;
2016-01-03 09:43:00;-;-;-;-;-;-;-;0;
2016-01-03 09:58:00;-;-;-;-;-;-;-;0;
2016-01-03 10:13:00;-;-;-;-;-;-;-;0;
2016-01-03 10:28:00;-;-;-;-;-;-;-;0;
2016-01-03 10:43:00;-;-;-;-;-;-;-;0;
2016-01-03 10:58:00;-;-;-;-;-;-;-;0;
2016-01-03 11:13:00;-;-;-;-;-;-;-;0;
2016-01-03 11:28:00;-;-;-;-;-;-;-;0;
2016-01-03 11:43:00;-;-;-;-;-;-;-;0;
2016-01-03 11:58:00;-;-;-;-;-;-;-;0;
2016-01-03 12:13:00;-;-;-;-;-;-;-;0;
2016-01-03 12:28:00;-;-;-;-;-;-;-;0;
2016-01-03 12:43:00;-;-;-;-;-;-;-;0;
2016-01-03 12:58:00;-;-;-;-;-;-;-;0;
2016-01-03 13:13:00;-;-;-;-;-;-;-;0;
2016-01-03 13:28:00;-;-;-;-;-;-;-;0;
2016-01-03 13:43:00;-;-;-;-;-;-;-;0;
2016-01-03 13:58:00;-;-;-;-;-;-;-;0;
2016-01-03 14:13:00;-;-;-;-;-;-;-;0;
2016-01-03 14:28:00;-;-;-;-;-;-;-;0;
2016-01-03 14:43:00;-;-;-;-;-;-;-;0;
2016-01-03 14:58:00;-;-;-;-;-;-;-;0;
2016-01-03 15:13:00;-;-;-;-;-;-;-;0;
2016-01-03 15:28:00;-;-;-;-;-;-;-;0;
2016-01-03 15:43:00;-;-;-;-;-;-;-;0;
2016-01-03 15:58:00;-;-;-;-;-;-;-;0;
2016-01-03 16:13:00;-;-;-;-;-;-;-;0;
2016-01-03 16:28:00;-;-;-;-;-;-;-;0;
2016-01-03 16:43:00;-;-;-;-;-;-;-;0;
2016-01-03 16:58:00;-;-;-;-;-;-;-;0;
2016-01-03 17:13:00;-;-;-;-;-;-;-;0;
2016-01-03 17:28:00;-;-;-;-;-;-;-;0;
2016-01-03 17:43:00;-;-;-;-;-;-;-;0;
2016-01-03 17:58:00;-;-;-;-;-;-;-;0;
2016-01-03 18:13:00;-;-;-;-;-;-;-;0;
2016-01-03 18:28:00;-;-;-;-;-;-;-;0;
2016-01-03 18:43:00;-;-;-;-;-;-;-;0;
2016-01-03 18:58:00;-;-;-;-;-;-;-;0;
2016-01-03 19:13:00;-;-;-;-;-;-;-;0;
2016-01-03 19:28:00;-;-;-;-;-;-;-;0;
2016-01-03 19:43:00;-;-;-;-;-;-;-;0;
2016-01-03 19:58:00;-;-;-;-;-;-;-;0;
2016-01-03 20:13:00;-;-;-;-;-;-;-;0;
2016-01-03 20:28:00;-;-;-;-;-;-;-;0;
2016-01-03 20:43:00;-;-;-;-;-;-;-;0;
2016-01-03 20:58:00;-;-;-;-;-;-;-;0;
2016-01-03 21:13:00;-;-;-;-;-;-;-;0;
2016-01-03 21:28:00;-;-;-;-;-;-;-;0;
2016-01-03 21:43:00;-;-;-;-;-;-;-;0;
2016-01-03 21:58:00;-;-;-;-;-;-;-;0;
2016-01-03 22:13:00;-;-;-;-;-;-;-;0;
2016-01-03 22:28:00;-;-;-;-;-;-;-;0;
2016-01-03 22:43:00;-;-;-;-;-;-;-;0;
2016-01-03 22:58:00;-;-;-;-;-;-;-;0;
2016-01-03 23:13:00;-;-;-;-;-;-;-;0;
2016-01-03 23:28:00;-;-;-;-;-;-;-;0;
2016-01-03 23:43:00;-;-;-;-;-;-;-;0;
2016-01-03 23:58:00;-;-;-;-;-;-;-;0;
2016-01-04 00:13:00;-;-;-;-;-;-;-;0;
2016-01-04 00:28:00;-;-;-;-;-;-;-;0;
2016-01-04 00:43:00;-;-;-;-;-;-;-;0;
2016-01-04 00:58:00;-;-;-;-;-;-;-;0;
2016-01-04 01:13:00;-;-;-;-;-;-;-;0;
2016-01-04 01:28:00;-;-;-;-;-;-;-;0;
2016-01-04 01:43:00;-;-;-;-;-;-;-;0;
2016-01-04 01:58:00;-;-;-;-;-;-;-;0;
2016-01-04 02:13:00;-;-;-;-;-;-;-;0;
2016-01-04 02:28:00;-;-;-;-;-;-;-;0;
2016-01-04 02:43:00;-;-;-;-;-;-;-;0;
2016-01-04 02:58:00;-;-;-;-;-;-;-;0;
2016-01-04 03:13:00;-;-;-;-;-;-;-;0;
2016-01-04 03:28:00;-;-;-;-;-;-;-;0;
2016-01-04 03:43:00;-;-;-;-;-;-;-;0;
2016-01-04 03:58:00;-;-;-;-;-;-;-;0;
2016-01-04 04:13:00;-;-;-;-;-;-;-;0;
2016-01-04 04:28:00;-;-;-;-;-;-;-;0;
2016-01-04 04:43:00;-;-;-;-;-;-;-;0;
2016-01-04 04:58:00;-;-;-;-;-;-;-;0;
2016-01-04 05:13:00;-;-;-;-;-;-;-;0;
2016-01-04 05:28:00;-;-;-;-;-;-;-;0;
2016-01-04 05:43:00;-;-;-;-;-;-;-;0;
2016-01-04 05:58:00;-;-;-;-;-;-;-;0;
2016-01-04 06:13:00;-;-;-;-;-;-;-;0;
2016-01-04 06:28:00;-;-;-;-;-;-;-;0;
2016-01-04 06:43:00;-;-;-;-;-;-;-;0;
2016-01-04 06:58:00;-;-;-;-;-;-;-;0;
2016-01-04 07:13:00;-;-;-;-;-;-;-;0;
2016-01-04 07:28:00;-;-;-;-;-;-;-;0;
2016-01-04 07:43:00;-;-;-;-;-;-;-;0;
2016-01-04 07:58:00;-;-;-;-;-;-;-;0;
2016-01-04 08:13:00;-;-;-;-;-;-;-;0;
2016-01-04 08:28:00;-;-;-;-;-;-;-;0;
2016-01-04 08:43:00;-;-;-;-;-;-;-;0;
2016-01-04 08:58:00;-;-;-;-;-;-;-;0;
2016-01-04 09:13:00;-;-;-;-;-;-;-;0;
2016-01-04 09:28:00;-;-;-;-;-;-;-;0;
2016-01-04 09:43:00;-;-;-;-;-;-;-;0;
2016-01-04 09:58:00;-;-;-;-;-;-;-;0;
2016-01-04 10:13:00;-;-;-;-;-;-;-;0;
2016-01-04 10:28:00;-;-;-;-;-;-;-;0;
2016-01-04 10:43:00;-;-;-;-;-;-;-;0;
2016-01-04 10:58:00;-;-;-;-;-;-;-;0;
2016-01-04 11:13:00;-;-;-;-;-;-;-;0;
2016-01-04 11:28:00;-;-;-;-;-;-;-;0;
2016-01-04 11:43:00;-;-;-;-;-;-;-;0;
2016-01-04 11:58:00;-;-;-;-;-;-;-;0;
2016-01-04 12:13:00;-;-;-;-;-;-;-;0;
2016-01-04 12:28:00;-;-;-;-;-;-;-;0;
2016-01-04 12:43:00;-;-;-;-;-;-;-;0;
2016-01-04 12:58:00;-;-;-;-;-;-;-;0;
2016-01-04 13:13:00;-;-;-;-;-;-;-;0;
2016-01-04 13:28:00;-;-;-;-;-;-;-;0;
2016-01-04 13:43:00;-;-;-;-;-;-;-;0;
2016-01-04 13:58:00;-;-;-;-;-;-;-;0;
2016-01-04 14:13:00;-;-;-;-;-;-;-;0;
2016-01-04 14:28:00;-;-;-;-;-;-;-;0;
2016-01-04 14:43:00;-;-;-;-;-;-;-;0;
2016-01-04 14:58:00;-;-;-;-;-;-;-;0;
2016-01-04 15:13:00;-;-;-;-;-;-;-;0;
2016-01-04 15:28:00;-;-;-;-;-;-;-;0;
2016-01-04 15:43:00;-;-;-;-;-;-;-;0;
2016-01-04 15:58:00;-;-;-;-;-;-;-;0;
2016-01-04 16:13:00;-;-;-;-;-;-;-;0;
2016-01-04 16:28:00;-;-;-;-;-;-;-;0;
2016-01-04 16:43:00;-;-;-;-;-;-;-;0;
2016-01-04 16:58:00;-;-;-;-;-;-;-;0;
2016-01-04 17:13:00;-;-;-;-;-;-;-;0;
2016-01-04 17:28:00;-;-;-;-;-;-;-;0;
2016-01-04 17:43:00;-;-;-;-;-;-;-;0;
2016-01-04 17:58:00;-;-;-;-;-;-;-;0;
2016-01-04 18:13:00;-;-;-;-;-;-;-;0;
2016-01-04 18:28:00;-;-;-;-;-;-;-;0;
2016-01-04 18:43:00;-;-;-;-;-;-;-;0;
2016-01-04 18:58:00;-;-;-;-;-;-;-;0;
2016-01-04 19:13:00;-;-;-;-;-;-;-;0;
2016-01-04 19:28:00;-;-;-;-;-;-;-;0;
2016-01-04 19:43:00;-;-;-;-;-;-;-;0;
2016-01-04 19:58:00;-;-;-;-;-;-;-;0;
2016-01-04 20:13:00;-;-;-;-;-;-;-;0;
2016-01-04 20:28:00;-;-;-;-;-;-;-;0;
2016-01-04 20:43:00;-;-;-;-;-;-;-;0;
2016-01-04 20:58:00;-;-;-;-;-;-;-;0;
2016-01-04 21:13:00;-;-;-;-;-;-;-;0;
2016-01-04 21:28:00;-;-;-;-;-;-;-;0;
2016-01-04 21:43:00;-;-;-;-;-;-;-;0;
2016-01-04 21:58:00;-;-;-;-;-;-;-;0;
2016-01-04 22:13:00;-;-;-;-;-;-;-;0;
2016-01-04 22:28:00;-;-;-;-;-;-;-;0;
2016-01-04 22:43:00;-;-;-;-;-;-;-;0;
2016-01-04 22:58:00;-;-;-;-;-;-;-;0;
2016-01-04 23:13:00;-;-;-;-;-;-;-;0;
2016-01-04 23:28:00;-;-;-;-;-;-;-;0;
2016-01-04 23:43:00;-;-;-;-;-;-;-;0;
2016-01-04 23:58:00;-;-;-;-;-;-;-;0;
2016-01-05 00:13:00;-;-;-;-;-;-;-;0;
2016-01-05 00:28:00;-;-;-;-;-;-;-;0;
2016-01-05 00:43:00;-;-;-;-;-;-;-;0;
2016-01-05 00:58:00;-;-;-;-;-;-;-;0;
2016-01-05 01:13:00;-;-;-;-;-;-;-;0;
2016-01-05 01:28:00;-;-;-;-;-;-;-;0;
2016-01-05 01:43:00;-;-;-;-;-;-;-;0;
2016-01-05 01:58:00;-;-;-;-;-;-;-;0;
2016-01-05 02:13:00;-;-;-;-;-;-;-;0;
2016-01-05 02:28:00;-;-;-;-;-;-;-;0;
2016-01-05 02:43:00;-;-;-;-;-;-;-;0;
2016-01-05 02:58:00;-;-;-;-;-;-;-;0;
2016-01-05 03:13:00;-;-;-;-;-;-;-;0;
2016-01-05 03:28:00;-;-;-;-;-;-;-;0;
2016-01-05 03:43:00;-;-;-;-;-;-;-;0;
2016-01-05 03:58:00;-;-;-;-;-;-;-;0;
2016-01-05 04:13:00;-;-;-;-;-;-;-;0;
2016-01-05 04:28:00;-;-;-;-;-;-;-;0;
2016-01-05 04:43:00;-;-;-;-;-;-;-;0;
2016-01-05 04:58:00;-;-;-;-;-;-;-;0;
2016-01-05 05:13:00;-;-;-;-;-;-;-;0;
2016-01-05 05:28:00;-;-;-;-;-;-;-;0;
2016-01-05 05:43:00;-;-;-;-;-;-;-;0;
2016-01-05 05:58:00;-;-;-;-;-;-;-;0;
